,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,sqft_lot15,geo_loc,distance
265,290000.0,4,2.5,1700,7280,2.0,0.0,0.0,4,7,1988,98031,47.404,-122.171,7475,"(47.404, -122.171)",17.2563
266,285000.0,3,1.0,1120,10701,1.0,0.0,0.0,3,7,1954,98106,47.554,-122.358,6350,"(47.554, -122.358)",4.7006
267,415000.0,2,1.0,1070,4500,1.0,0.0,0.0,3,7,1937,98115,47.68,-122.29,4465,"(47.68, -122.29)",4.9358
268,272500.0,3,2.5,2070,9900,1.0,0.0,0.0,3,8,1979,98023,47.299,-122.371,8250,"(47.299, -122.371)",22.3285
272,210000.0,3,1.0,1700,11390,1.0,0.0,0.0,4,7,1967,98003,47.327,-122.323,8164,"(47.327, -122.323)",20.4197
274,331000.0,3,1.75,1080,1306,1.0,0.0,0.0,3,7,1954,98199,47.66,-122.4,2225,"(47.66, -122.4)",3.462
275,365000.0,3,2.5,2653,4510,2.0,0.0,0.0,3,8,2006,98031,47.414,-122.166,4927,"(47.414, -122.166)",16.7758
277,770000.0,4,2.75,3820,26300,2.0,0.0,0.0,3,9,2014,98028,47.762,-122.261,12136,"(47.762, -122.261)",10.5592
279,405000.0,3,1.75,2390,6000,1.0,0.0,0.0,3,6,1908,98118,47.536,-122.268,6000,"(47.536, -122.268)",7.1024
281,170000.0,2,1.0,860,5265,1.0,0.0,0.0,3,6,1931,98178,47.505,-122.272,8775,"(47.505, -122.272)",8.8908
283,780000.0,4,2.5,3500,7048,2.0,0.0,0.0,3,9,2005,98053,47.681,-122.025,7864,"(47.681, -122.025)",15.7447
284,330000.0,3,3.0,2420,13959,1.0,0.0,0.0,4,8,1988,98028,47.749,-122.23,13300,"(47.749, -122.23)",10.4481
285,370000.0,4,2.5,2720,8666,2.0,0.0,0.0,3,9,1992,98030,47.385,-122.169,8100,"(47.385, -122.169)",18.4564
286,467000.0,5,2.25,2500,13500,1.0,0.0,0.0,3,7,1979,98072,47.756,-122.144,9750,"(47.756, -122.144)",13.3854
288,675000.0,5,2.25,2900,10300,1.0,0.0,0.0,3,8,1985,98006,47.546,-122.151,10300,"(47.546, -122.151)",10.7233
289,500000.0,2,1.0,1640,14100,1.0,0.0,0.0,4,7,1954,98006,47.571,-122.143,13527,"(47.571, -122.143)",10.3404
291,630000.0,4,1.75,2950,9025,1.0,0.0,2.0,4,8,1975,98034,47.713,-122.223,9600,"(47.713, -122.223)",8.6879
292,360000.0,4,2.5,2160,9528,2.0,0.0,0.0,3,9,1992,98001,47.334,-122.255,9937,"(47.334, -122.255)",20.3981
293,580000.0,4,3.0,3280,11060,2.0,0.0,0.0,3,8,1986,98056,47.54,-122.181,11004,"(47.54, -122.181)",9.763
294,550000.0,3,2.0,1970,4166,2.0,0.0,3.0,5,8,1929,98126,47.572,-122.375,4166,"(47.572, -122.375)",3.6146
295,879000.0,4,2.5,3360,22111,2.0,0.0,0.0,3,10,1994,98075,47.595,-122.017,11374,"(47.595, -122.017)",15.7015
298,404000.0,3,1.5,2030,8880,1.0,0.0,0.0,3,7,1963,98108,47.559,-122.311,5592,"(47.559, -122.311)",4.7418
299,267500.0,3,1.75,1590,11914,1.0,0.0,2.0,3,7,1957,98188,47.443,-122.274,9052,"(47.443, -122.274)",12.8813
301,335000.0,3,2.5,2440,7632,2.0,0.0,0.0,3,8,1998,98003,47.349,-122.301,7903,"(47.349, -122.301)",19.0036
303,208633.0,3,2.5,2040,3810,2.0,0.0,0.0,3,8,2006,98038,47.354,-122.0,4590,"(47.354, -122.0)",24.7439
304,315000.0,3,2.25,2200,8750,1.0,0.0,0.0,4,7,1964,98166,47.476,-122.337,10139,"(47.476, -122.337)",10.104
305,725000.0,3,1.75,1920,3300,1.0,0.0,0.0,4,8,1913,98112,47.624,-122.298,4000,"(47.624, -122.298)",2.505
306,550000.0,4,2.75,1800,7750,1.0,0.0,0.0,4,8,1965,98177,47.778,-122.384,8275,"(47.778, -122.384)",10.8896
308,550700.0,2,1.0,1010,5000,1.5,0.0,0.0,4,6,1908,98105,47.669,-122.297,5000,"(47.669, -122.297)",4.1321
311,201000.0,5,1.75,1660,78408,1.5,0.0,0.0,3,6,1915,98065,47.529,-121.837,78408,"(47.529, -121.837)",24.8348
313,1380000.0,4,3.25,4290,12103,1.0,0.0,3.0,3,11,1997,98006,47.55,-122.102,11244,"(47.55, -122.102)",12.6527
314,1400000.0,4,3.25,4290,12103,1.0,0.0,3.0,3,11,1997,98006,47.55,-122.102,11244,"(47.55, -122.102)",12.6527
315,305000.0,4,2.25,1950,7700,1.0,0.0,0.0,3,8,1979,98058,47.444,-122.125,7350,"(47.444, -122.125)",16.215
316,487000.0,3,2.0,2590,14052,1.0,0.0,0.0,5,8,1948,98133,47.736,-122.333,8162,"(47.736, -122.333)",7.9314
317,390000.0,3,2.5,1930,64904,1.0,0.0,0.0,4,8,1988,98042,47.346,-122.157,57500,"(47.346, -122.157)",21.1197
319,268750.0,4,1.0,800,8775,1.0,0.0,0.0,3,6,1943,98166,47.48,-122.336,8775,"(47.48, -122.336)",9.8317
320,819900.0,5,2.75,3150,7119,2.0,0.0,0.0,3,9,2013,98052,47.676,-122.151,8384,"(47.676, -122.151)",10.0619
321,520000.0,3,2.25,2030,16200,2.0,0.0,0.0,3,8,1984,98027,47.516,-122.057,17958,"(47.516, -122.057)",15.5652
322,230000.0,3,2.0,1450,11204,1.0,0.0,0.0,3,7,2003,98001,47.264,-122.252,9518,"(47.264, -122.252)",25.1636
323,240000.0,3,1.75,1510,10248,1.0,0.0,0.0,3,7,1969,98023,47.293,-122.371,9753,"(47.293, -122.371)",22.7427
325,240500.0,2,1.0,1240,12092,1.0,0.0,0.0,3,6,1922,98146,47.496,-122.352,7460,"(47.496, -122.352)",8.6989
326,274975.0,3,2.5,3030,45004,2.0,0.0,0.0,3,9,1987,98077,47.772,-122.093,35781,"(47.772, -122.093)",15.8835
328,186375.0,3,1.0,1000,7636,1.0,0.0,0.0,2,7,1952,98166,47.472,-122.344,7600,"(47.472, -122.344)",10.3633
329,790000.0,3,2.25,2370,10289,1.0,0.0,0.0,4,9,1977,98005,47.592,-122.166,10004,"(47.592, -122.166)",8.8938
331,279000.0,6,1.75,2240,11180,2.0,0.0,0.0,4,7,1955,98198,47.42,-122.323,7955,"(47.42, -122.323)",14.0141
332,295000.0,3,2.0,1810,10530,1.0,0.0,2.0,3,8,1991,98022,47.191,-122.012,10450,"(47.191, -122.012)",33.7449
333,640000.0,2,1.0,1070,5000,1.0,0.0,0.0,3,7,1924,98103,47.667,-122.331,5000,"(47.667, -122.331)",3.2617
335,260000.0,4,2.5,1960,5238,2.0,0.0,0.0,3,7,2003,98038,47.348,-122.052,5894,"(47.348, -122.052)",23.5364
337,791500.0,4,2.0,1510,3500,1.5,0.0,0.0,5,7,1911,98103,47.679,-122.357,3750,"(47.679, -122.357)",3.9529
339,245000.0,3,1.75,1740,11547,1.0,0.0,0.0,3,7,1954,98178,47.495,-122.22,78408,"(47.495, -122.22)",10.7045
340,485000.0,4,1.75,2560,43995,2.0,0.0,0.0,4,7,1962,98052,47.694,-122.093,14764,"(47.694, -122.093)",13.0294
342,425000.0,3,1.75,2500,6840,1.0,0.0,0.0,3,8,1957,98125,47.722,-122.32,8691,"(47.722, -122.32)",7.0718
343,309600.0,4,1.75,1275,20000,1.0,0.0,0.0,4,6,1991,98070,47.38,-122.49,20000,"(47.38, -122.49)",17.9171
345,165000.0,4,1.0,1000,7134,1.0,0.0,0.0,3,6,1943,98178,47.49,-122.24,7138,"(47.49, -122.24)",10.4968
347,320000.0,2,1.0,1070,32633,1.0,0.0,0.0,4,6,1930,98059,47.472,-122.078,32156,"(47.472, -122.078)",16.4379
348,206600.0,3,2.0,1390,13464,1.0,0.0,0.0,4,7,1987,98030,47.358,-122.173,12080,"(47.358, -122.173)",20.0518
349,387000.0,4,1.75,2500,7690,1.0,0.0,0.0,3,7,1973,98155,47.771,-122.307,8646,"(47.771, -122.307)",10.5095
351,855000.0,4,2.75,2270,10460,2.0,0.0,0.0,3,9,1965,98040,47.56,-122.222,10180,"(47.56, -122.222)",7.404
352,315000.0,3,1.0,1900,14400,1.0,0.0,0.0,4,7,1954,98166,47.415,-122.337,14400,"(47.415, -122.337)",14.3119
354,252000.0,4,1.5,1550,19800,1.0,0.0,0.0,4,7,1969,98001,47.312,-122.27,22654,"(47.312, -122.27)",21.7494
355,375000.0,4,1.75,2200,7475,1.0,0.0,0.0,5,7,1955,98118,47.543,-122.28,5766,"(47.543, -122.28)",6.3941
356,300000.0,4,2.5,1910,4862,2.0,0.0,0.0,3,7,2005,98038,47.361,-122.034,5091,"(47.361, -122.034)",23.3441
358,900000.0,3,1.0,1330,77972,1.0,0.0,0.0,3,7,1928,98033,47.689,-122.159,17689,"(47.689, -122.159)",10.0958
360,463000.0,3,2.5,1640,29970,2.0,0.0,0.0,3,7,1992,98053,47.636,-121.974,28399,"(47.636, -121.974)",17.6142
361,380000.0,5,2.5,2760,11340,2.0,0.0,0.0,4,9,1978,98059,47.477,-122.141,11340,"(47.477, -122.141)",14.0279
362,329500.0,4,2.5,1820,7912,2.0,0.0,0.0,3,7,1994,98038,47.385,-122.029,8168,"(47.385, -122.029)",22.2439
364,795000.0,5,2.5,3040,9570,1.0,0.0,2.0,4,8,1966,98006,47.565,-122.164,8800,"(47.565, -122.164)",9.589
366,673000.0,4,2.5,2990,10400,2.0,0.0,0.0,3,9,2002,98166,47.451,-122.359,17449,"(47.451, -122.359)",11.813
368,785000.0,4,2.75,2440,69415,1.0,0.0,0.0,4,8,1989,98075,47.594,-122.042,24361,"(47.594, -122.042)",14.5549
369,338000.0,4,3.0,2090,7500,1.0,0.0,0.0,3,7,1986,98056,47.489,-122.182,7650,"(47.489, -122.182)",12.1217
370,280000.0,3,2.25,1430,7222,2.0,0.0,0.0,3,7,1993,98056,47.511,-122.19,7220,"(47.511, -122.19)",10.749
372,530000.0,4,2.25,2180,10754,1.0,0.0,0.0,5,7,1954,98133,47.771,-122.341,6929,"(47.771, -122.341)",10.3138
373,380000.0,5,3.0,3450,9914,2.0,0.0,0.0,3,9,2004,98023,47.281,-122.345,9721,"(47.281, -122.345)",23.556
374,297000.0,3,2.25,1450,7562,2.0,0.0,0.0,3,7,1994,98056,47.504,-122.189,7625,"(47.504, -122.189)",11.131
375,730000.0,4,2.5,3230,7331,2.0,0.0,0.0,3,10,2004,98075,47.582,-121.97,7447,"(47.582, -121.97)",17.9951
377,275000.0,3,3.0,1590,7750,1.0,0.0,0.0,3,7,1997,98038,47.362,-122.045,7500,"(47.362, -122.045)",22.9671
379,435000.0,3,1.5,1300,3348,1.5,0.0,0.0,3,7,1904,98144,47.592,-122.307,2577,"(47.592, -122.307)",2.9332
380,270000.0,2,1.5,1380,209959,1.0,0.0,0.0,1,6,1954,98011,47.746,-122.195,19868,"(47.746, -122.195)",11.2539
381,950000.0,3,3.0,4040,14338,2.0,0.0,0.0,3,10,1986,98077,47.727,-122.06,14142,"(47.727, -122.06)",15.3916
383,560000.0,4,2.25,2550,7800,1.0,0.0,0.0,3,8,1968,98052,47.628,-122.095,8050,"(47.628, -122.095)",11.9613
384,1350000.0,5,3.5,4800,14984,2.0,0.0,2.0,3,11,1998,98006,47.554,-122.148,19009,"(47.554, -122.148)",10.5886
385,799000.0,4,2.25,2510,11585,2.0,0.0,0.0,4,8,1969,98040,47.548,-122.226,9691,"(47.548, -122.226)",7.771
386,365500.0,3,2.0,1410,9600,1.0,0.0,0.0,4,7,1983,98072,47.759,-122.146,9600,"(47.759, -122.146)",13.4632
387,252350.0,3,2.0,1650,7352,1.0,0.0,0.0,3,7,1979,98058,47.461,-122.169,7350,"(47.461, -122.169)",14.0074
388,403950.0,4,2.5,2120,13780,2.0,0.0,0.0,3,8,1993,98146,47.499,-122.365,12000,"(47.499, -122.365)",8.5142
390,345000.0,4,1.0,1550,7620,1.5,0.0,0.0,3,7,1957,98106,47.529,-122.35,7620,"(47.529, -122.35)",6.4193
391,490000.0,3,2.75,1980,3128,2.0,0.0,0.0,4,9,1979,98008,47.611,-122.114,2856,"(47.611, -122.114)",11.0965
392,330000.0,3,2.5,1600,26977,2.0,0.0,0.0,3,8,2005,98019,47.774,-121.901,27743,"(47.774, -121.901)",23.4458
393,927000.0,4,2.75,3300,12090,2.0,0.0,0.0,3,8,1953,98004,47.629,-122.218,12239,"(47.629, -122.218)",6.2453
395,330000.0,2,1.0,1220,10000,1.0,0.0,0.0,5,7,1950,98028,47.74,-122.241,9600,"(47.74, -122.241)",9.6489
396,530000.0,5,2.25,2720,8800,1.0,0.0,0.0,4,7,1958,98008,47.598,-122.118,8800,"(47.598, -122.118)",11.0105
398,378750.0,3,2.5,2160,3000,1.5,0.0,0.0,3,7,1909,98118,47.564,-122.289,3500,"(47.564, -122.289)",4.9538
399,269900.0,4,1.75,1530,8750,1.5,0.0,0.0,4,7,1968,98058,47.456,-122.157,8750,"(47.456, -122.157)",14.6242
400,557000.0,3,3.5,1710,2096,2.0,0.0,0.0,3,8,2008,98122,47.605,-122.305,1543,"(47.605, -122.305)",2.4688
401,360000.0,4,1.75,3730,16980,1.0,0.0,0.0,4,7,1974,98022,47.178,-122.022,16963,"(47.178, -122.022)",34.3283
402,352000.0,2,1.0,940,5000,1.0,0.0,0.0,4,7,1937,98117,47.688,-122.385,4500,"(47.688, -122.385)",4.8229
404,322500.0,4,2.5,1820,6753,2.0,0.0,0.0,3,7,1994,98038,47.385,-122.032,7107,"(47.385, -122.032)",22.1493
406,450000.0,3,2.0,1290,1213,3.0,0.0,0.0,3,8,2001,98103,47.661,-122.344,3235,"(47.661, -122.344)",2.7252
407,278500.0,3,2.0,1570,5250,1.0,0.0,0.0,3,7,1998,98092,47.316,-122.188,5250,"(47.316, -122.188)",22.4761
408,364950.0,4,2.5,1930,6957,2.0,0.0,0.0,3,8,1995,98055,47.431,-122.191,6996,"(47.431, -122.191)",15.1719
409,840000.0,4,3.5,2840,40139,1.0,0.0,4.0,4,10,1986,98038,47.401,-122.026,36852,"(47.401, -122.026)",21.5404
410,268000.0,3,2.5,1550,8134,2.0,0.0,0.0,3,7,1991,98031,47.404,-122.191,8134,"(47.404, -122.191)",16.8199
411,517534.0,2,1.0,833,143947,1.0,0.0,0.0,3,5,2006,98070,47.389,-122.482,143947,"(47.389, -122.482)",17.2027
413,577500.0,3,2.5,2000,7251,2.0,0.0,0.0,3,9,1995,98034,47.707,-122.2,8118,"(47.707, -122.2)",9.187
414,339000.0,4,1.5,2390,7480,1.5,0.0,2.0,3,7,1920,98178,47.504,-122.227,6867,"(47.504, -122.227)",10.008
415,570000.0,3,1.75,2910,37461,1.0,0.0,0.0,4,7,1967,98052,47.702,-122.164,18295,"(47.702, -122.164)",10.3403
416,563500.0,4,1.75,2085,174240,1.0,0.0,0.0,3,7,1964,98024,47.575,-121.95,174240,"(47.575, -121.95)",18.9941
417,423000.0,4,2.25,2200,9351,1.0,0.0,0.0,5,7,1962,98133,47.745,-122.333,8660,"(47.745, -122.333)",8.5498
419,1550000.0,5,4.25,6070,171626,2.0,0.0,0.0,3,12,1999,98024,47.595,-121.95,211267,"(47.595, -121.95)",18.8042
420,482000.0,2,1.0,950,3960,1.0,0.0,0.0,3,7,1941,98103,47.688,-122.337,4050,"(47.688, -122.337)",4.618
421,625000.0,3,1.75,1600,9135,1.0,0.0,0.0,5,7,1955,98006,47.572,-122.179,9800,"(47.572, -122.179)",8.7541
422,538000.0,3,2.5,2250,11632,2.0,0.0,0.0,3,8,1988,98056,47.527,-122.169,11632,"(47.527, -122.169)",10.7479
423,380000.0,3,2.5,2280,10255,2.0,0.0,0.0,4,8,1985,98058,47.433,-122.161,10094,"(47.433, -122.161)",15.7957
424,375000.0,2,1.0,940,5120,1.0,0.0,0.0,3,7,1909,98122,47.607,-122.308,5120,"(47.607, -122.308)",2.281
425,245000.0,3,2.5,1530,8500,1.0,0.0,0.0,5,7,1996,98038,47.359,-122.046,8140,"(47.359, -122.046)",23.1009
428,397000.0,4,2.0,1440,7680,1.0,0.0,0.0,3,7,1971,98034,47.724,-122.2,9660,"(47.724, -122.2)",9.9789
429,365000.0,3,2.5,2200,4052,2.0,0.0,0.0,3,8,2005,98058,47.436,-122.178,5082,"(47.436, -122.178)",15.1871
430,328500.0,4,3.0,2290,8250,2.0,0.0,0.0,3,9,1990,98042,47.374,-122.156,8250,"(47.374, -122.156)",19.4122
431,988000.0,4,3.0,4040,19700,2.0,0.0,0.0,3,11,1987,98052,47.721,-122.127,21887,"(47.721, -122.127)",12.4971
432,1000000.0,4,2.5,2610,3277,1.5,0.0,0.0,5,8,1922,98103,47.664,-122.33,3277,"(47.664, -122.33)",3.0792
434,525000.0,4,2.5,2450,5280,2.0,0.0,0.0,3,8,2003,98011,47.773,-122.224,4674,"(47.773, -122.224)",12.0108
435,749000.0,4,2.5,1710,9627,1.0,0.0,0.0,3,9,1976,98006,47.559,-122.164,9131,"(47.559, -122.164)",9.7667
436,722500.0,5,2.5,4870,11800,2.0,0.0,0.0,3,10,1983,98074,47.633,-122.041,11398,"(47.633, -122.041)",14.4882
439,578000.0,3,1.75,2120,10875,1.0,0.0,2.0,3,8,1977,98146,47.504,-122.382,11760,"(47.504, -122.382)",8.2677
440,227950.0,3,1.5,1670,8230,1.0,0.0,0.0,5,7,1954,98001,47.261,-122.255,4910,"(47.261, -122.255)",25.342
441,196000.0,3,2.25,2070,11576,2.0,0.0,0.0,3,7,1974,98001,47.342,-122.271,7519,"(47.342, -122.271)",19.703
442,641000.0,2,1.0,1420,5332,1.0,0.0,0.0,3,8,1953,98105,47.669,-122.275,5406,"(47.669, -122.275)",4.8309
443,350000.0,3,1.5,1250,219978,1.0,0.0,0.0,4,6,1980,98038,47.406,-121.955,210394,"(47.406, -121.955)",23.7747
444,205000.0,3,1.0,940,7980,1.0,0.0,0.0,4,7,1960,98032,47.384,-122.289,8050,"(47.384, -122.289)",16.6958
445,400000.0,3,1.75,1920,9102,1.0,0.0,0.0,3,7,1968,98072,47.749,-122.082,9760,"(47.749, -122.082)",15.3131
446,1030000.0,3,2.5,3545,9816,1.0,0.0,0.0,3,10,2005,98027,47.553,-122.078,7704,"(47.553, -122.078)",13.6141
447,505000.0,3,2.0,1260,5460,1.0,0.0,0.0,3,7,1972,98034,47.736,-122.18,5460,"(47.736, -122.18)",11.2227
448,475000.0,5,2.5,2340,7200,1.0,0.0,0.0,3,7,1975,98034,47.721,-122.211,7221,"(47.721, -122.211)",9.4729
449,520000.0,3,2.25,2590,9263,1.0,0.0,0.0,5,8,1977,98028,47.769,-122.262,9450,"(47.769, -122.262)",10.9864
451,333500.0,3,1.75,1220,9732,1.0,0.0,0.0,3,7,1965,98011,47.774,-122.214,10007,"(47.774, -122.214)",12.3063
453,691100.0,3,2.75,2360,16117,1.0,0.0,0.0,4,8,1983,98006,47.57,-122.121,16117,"(47.57, -122.121)",11.3315
454,811000.0,3,1.75,1870,9897,1.0,0.0,0.0,4,8,1960,98040,47.55,-122.221,10005,"(47.55, -122.221)",7.8599
455,551000.0,3,2.5,2830,5802,2.0,0.0,0.0,3,9,2001,98028,47.761,-122.234,5788,"(47.761, -122.234)",11.0605
456,496500.0,3,2.5,2260,3640,2.0,0.0,0.0,3,8,1994,98072,47.736,-122.157,3710,"(47.736, -122.157)",12.0077
457,705000.0,3,3.0,1970,20978,2.0,1.0,3.0,4,9,1980,98070,47.384,-122.438,75396,"(47.384, -122.438)",16.9237
459,255000.0,3,1.75,1240,8659,1.0,0.0,0.0,5,7,1986,98042,47.366,-122.089,8223,"(47.366, -122.089)",21.5179
462,230000.0,3,2.0,1510,3413,2.0,0.0,0.0,3,7,1985,98031,47.391,-122.167,3777,"(47.391, -122.167)",18.1337
466,465000.0,3,1.75,1480,6360,1.0,0.0,0.0,3,7,1954,98133,47.731,-122.353,6360,"(47.731, -122.353)",7.5383
467,325000.0,4,2.5,1850,7324,2.0,0.0,0.0,3,8,1997,98042,47.37,-122.107,7329,"(47.37, -122.107)",20.8185
469,342500.0,3,2.5,1810,5192,2.0,0.0,0.0,3,8,1993,98038,47.372,-122.042,6200,"(47.372, -122.042)",22.5198
470,290900.0,2,2.0,1610,17600,2.0,0.0,0.0,3,6,1930,98178,47.486,-122.266,12950,"(47.486, -122.266)",10.2048
471,868700.0,3,4.25,3840,6161,2.0,0.0,0.0,3,10,2000,98074,47.634,-122.064,7709,"(47.634, -122.064)",13.4228
473,1150000.0,4,3.25,4190,10259,2.0,0.0,0.0,3,11,2000,98074,47.633,-122.066,11919,"(47.633, -122.066)",13.3258
474,859900.0,4,2.75,3390,6298,2.0,0.0,0.0,3,9,2011,98074,47.591,-122.062,7111,"(47.591, -122.062)",13.6632
475,520000.0,4,2.25,1890,3006,2.0,0.0,0.0,3,7,2003,98029,47.546,-121.998,3000,"(47.546, -121.998)",17.298
477,438924.0,3,1.5,1050,4590,1.0,0.0,0.0,3,7,1949,98115,47.694,-122.29,5400,"(47.694, -122.29)",5.7499
479,590000.0,4,2.75,2910,10650,1.0,0.0,2.0,3,8,1975,98033,47.666,-122.188,10988,"(47.666, -122.188)",8.207
480,378500.0,4,1.75,1700,8640,1.0,0.0,0.0,3,7,1955,98006,47.577,-122.153,9000,"(47.577, -122.153)",9.7635
481,328500.0,3,2.5,1950,8130,2.0,0.0,0.0,4,9,1990,98042,47.388,-122.161,7691,"(47.388, -122.161)",18.4499
482,849950.0,3,3.0,2990,9773,2.0,0.0,0.0,4,8,1973,98005,47.634,-122.174,11553,"(47.634, -122.174)",8.3167
483,525000.0,3,1.5,1350,6000,1.0,0.0,2.0,3,7,1950,98136,47.528,-122.391,6012,"(47.528, -122.391)",6.7415
484,1390000.0,4,3.25,4860,181319,2.5,0.0,0.0,3,9,1993,98074,47.618,-122.005,181319,"(47.618, -122.005)",16.1488
486,1070000.0,6,3.5,4860,11793,2.0,0.0,0.0,3,11,1998,98006,47.552,-122.137,11793,"(47.552, -122.137)",11.11
488,699900.0,4,2.75,2810,7302,2.0,0.0,0.0,3,9,2002,98075,47.599,-121.977,7302,"(47.599, -121.977)",17.5253
489,1280000.0,5,2.5,3400,9500,2.0,0.0,1.0,4,8,1977,98027,47.565,-122.082,11081,"(47.565, -122.082)",13.1674
490,452000.0,4,1.5,1580,7350,1.0,0.0,0.0,4,7,1963,98052,47.673,-122.154,7350,"(47.673, -122.154)",9.8565
491,370000.0,3,2.0,1680,5036,1.0,0.0,1.0,4,7,1987,98055,47.473,-122.186,4921,"(47.473, -122.186)",12.867
492,232000.0,3,1.75,1300,11230,1.0,0.0,0.0,5,7,1968,98042,47.381,-122.087,10794,"(47.381, -122.087)",20.7292
494,397500.0,3,2.0,1510,6710,1.0,0.0,0.0,3,7,1972,98034,47.719,-122.216,6600,"(47.719, -122.216)",9.2127
495,490000.0,2,2.5,1230,1391,2.0,0.0,0.0,3,8,2004,98112,47.619,-122.301,1350,"(47.619, -122.301)",2.3697
496,725000.0,4,2.0,2110,4140,2.0,0.0,0.0,3,9,1925,98116,47.584,-122.387,4420,"(47.584, -122.387)",3.0922
497,299000.0,3,2.75,3080,19635,1.0,0.0,2.0,4,7,1958,98032,47.384,-122.284,12410,"(47.384, -122.284)",16.7383
498,625000.0,2,1.5,1490,5750,1.5,0.0,0.0,4,7,1900,98116,47.587,-122.39,4025,"(47.587, -122.39)",2.9997
499,437500.0,3,2.5,2120,4500,2.0,0.0,0.0,3,7,2000,98065,47.532,-121.88,4816,"(47.532, -121.88)",22.8467
501,475000.0,2,1.0,1490,3825,1.0,0.0,0.0,3,7,1929,98117,47.68,-122.381,3825,"(47.68, -122.381)",4.2397
502,342000.0,3,2.0,1930,11947,1.0,0.0,0.0,4,8,1966,98042,47.367,-122.151,12825,"(47.367, -122.151)",19.9491
504,280000.0,3,1.5,1670,11610,1.0,0.0,0.0,4,7,1963,98055,47.44,-122.191,10200,"(47.44, -122.191)",14.6342
506,529000.0,3,1.0,1210,3328,1.5,0.0,0.0,4,7,1924,98107,47.673,-122.363,3333,"(47.673, -122.363)",3.5696
507,442000.0,3,1.0,1190,5100,1.0,0.0,0.0,4,7,1941,98136,47.535,-122.385,5100,"(47.535, -122.385)",6.2016
508,615000.0,2,1.0,1540,6872,1.0,0.0,0.0,4,7,1946,98119,47.645,-122.373,5538,"(47.645, -122.373)",1.8791
509,1490000.0,4,3.75,4030,10800,2.0,0.0,0.0,3,10,2006,98033,47.682,-122.196,7200,"(47.682, -122.196)",8.3522
510,585000.0,4,1.75,2430,7559,1.0,0.0,0.0,4,8,1981,98052,47.721,-122.11,8750,"(47.721, -122.11)",13.1659
511,480000.0,4,2.5,2600,7787,2.0,0.0,0.0,3,8,2005,98059,47.488,-122.139,7787,"(47.488, -122.139)",13.5633
512,1100000.0,5,3.5,4410,57063,2.0,0.0,0.0,4,9,1990,98053,47.655,-122.018,50529,"(47.655, -122.018)",15.703
513,290000.0,4,1.0,1330,8184,1.5,0.0,0.0,3,7,1949,98133,47.734,-122.347,660,"(47.734, -122.347)",7.7485
514,615000.0,3,1.75,1900,5000,1.0,0.0,0.0,5,7,1951,98116,47.579,-122.393,5000,"(47.579, -122.393)",3.5339
515,300000.0,2,1.0,1100,7680,1.0,0.0,0.0,4,7,1950,98133,47.744,-122.339,7680,"(47.744, -122.339)",8.457
516,308000.0,3,1.0,1980,39150,1.5,0.0,0.0,3,6,1932,98030,47.382,-122.225,11811,"(47.382, -122.225)",17.5989
517,750000.0,3,2.5,2400,7745,2.0,0.0,0.0,3,9,2001,98033,47.673,-122.173,8615,"(47.673, -122.173)",9.0364
520,288000.0,3,1.0,1190,7560,1.0,0.0,0.0,5,6,1958,98058,47.452,-122.177,7560,"(47.452, -122.177)",14.2902
521,190000.0,2,1.0,630,6000,1.0,0.0,0.0,3,6,1943,98178,47.497,-122.221,6840,"(47.497, -122.221)",10.5646
522,515000.0,5,3.0,2530,5105,1.0,0.0,0.0,3,8,2005,98133,47.755,-122.341,4011,"(47.755, -122.341)",9.2098
523,235000.0,4,1.5,1690,11054,1.0,0.0,0.0,4,5,1930,98055,47.467,-122.215,9040,"(47.467, -122.215)",12.4577
524,275000.0,2,1.0,940,5000,1.0,0.0,0.0,3,6,1951,98126,47.519,-122.374,5000,"(47.519, -122.374)",7.1853
526,650000.0,4,2.5,3040,6587,2.0,0.0,0.0,3,7,2003,98053,47.683,-122.039,6587,"(47.683, -122.039)",15.1539
529,662000.0,3,1.75,2500,36947,1.0,0.0,0.0,3,9,1984,98052,47.692,-122.084,28837,"(47.692, -122.084)",13.3669
530,270500.0,3,2.5,1780,7848,1.0,0.0,0.0,3,7,1978,98038,47.361,-122.056,7848,"(47.361, -122.056)",22.7054
531,200000.0,2,1.5,1360,1898,2.0,0.0,0.0,3,7,1978,98092,47.285,-122.19,1898,"(47.285, -122.19)",24.4728
534,204000.0,3,1.0,1040,7405,1.0,0.0,0.0,4,6,1971,98010,47.31,-122.021,7405,"(47.31, -122.021)",26.5143
535,358000.0,3,2.25,1610,6655,2.0,0.0,0.0,4,7,1985,98058,47.43,-122.161,7529,"(47.43, -122.161)",15.9675
536,452000.0,4,1.75,1570,8268,1.0,0.0,0.0,3,7,1979,98011,47.737,-122.197,8190,"(47.737, -122.197)",10.7254
537,595000.0,2,2.0,1510,4000,1.0,0.0,0.0,4,7,1900,98103,47.658,-122.345,4000,"(47.658, -122.345)",2.5137
539,346900.0,4,2.5,1970,5106,2.0,0.0,0.0,3,8,1999,98055,47.449,-122.205,5109,"(47.449, -122.205)",13.7674
541,280000.0,4,2.5,1560,4350,2.0,0.0,0.0,3,7,2003,98056,47.502,-122.186,4350,"(47.502, -122.186)",11.3276
